tile_n16,tile_16,landuse
"Tile(tms_x=39569, tms_y=41924, zoom=16)",10017,construction
"Tile(tms_x=49666, tms_y=45135, zoom=16)",37292,n/a
"Tile(tms_x=56779, tms_y=41488, zoom=16)",38482,residential
"Tile(tms_x=57374, tms_y=42898, zoom=16)",38645,grass
"Tile(tms_x=52355, tms_y=43836, zoom=16)",38365,grass
"Tile(tms_x=39865, tms_y=41965, zoom=16)",20075,residential
"Tile(tms_x=39551, tms_y=45109, zoom=16)",9438,industrial
"Tile(tms_x=46191, tms_y=47105, zoom=16)",34979,n/a
"Tile(tms_x=39881, tms_y=41959, zoom=16)",20453,greenfield
"Tile(tms_x=40222, tms_y=45469, zoom=16)",23774,residential
"Tile(tms_x=39574, tms_y=44814, zoom=16)",10221,residential
"Tile(tms_x=39573, tms_y=44815, zoom=16)",10177,residential
"Tile(tms_x=38313, tms_y=46469, zoom=16)",4156,residential
"Tile(tms_x=40317, tms_y=44097, zoom=16)",24128,residential
"Tile(tms_x=41723, tms_y=45063, zoom=16)",28047,residential
"Tile(tms_x=39578, tms_y=45051, zoom=16)",10488,residential
"Tile(tms_x=38302, tms_y=46451, zoom=16)",3609,grass
"Tile(tms_x=38302, tms_y=46452, zoom=16)",3610,grass
"Tile(tms_x=39875, tms_y=44799, zoom=16)",20373,residential
"Tile(tms_x=40228, tms_y=45469, zoom=16)",23853,residential
"Tile(tms_x=40073, tms_y=43439, zoom=16)",23196,residential
"Tile(tms_x=43805, tms_y=45393, zoom=16)",32453,grass
"Tile(tms_x=39633, tms_y=41900, zoom=16)",15257,n/a
"Tile(tms_x=39754, tms_y=44285, zoom=16)",18869,residential
"Tile(tms_x=38307, tms_y=46394, zoom=16)",3901,residential
"Tile(tms_x=40007, tms_y=41600, zoom=16)",22222,n/a
"Tile(tms_x=40751, tms_y=45230, zoom=16)",25096,residential
"Tile(tms_x=42483, tms_y=45410, zoom=16)",29970,residential
"Tile(tms_x=38288, tms_y=46447, zoom=16)",2613,commercial
"Tile(tms_x=39600, tms_y=43679, zoom=16)",12220,grass
"Tile(tms_x=38312, tms_y=46527, zoom=16)",4136,construction
"Tile(tms_x=40886, tms_y=42974, zoom=16)",26104,retail
"Tile(tms_x=41004, tms_y=44541, zoom=16)",26560,n/a
"Tile(tms_x=39653, tms_y=45063, zoom=16)",16557,residential
"Tile(tms_x=40784, tms_y=45225, zoom=16)",25596,residential
"Tile(tms_x=38259, tms_y=46456, zoom=16)",1395,construction
"Tile(tms_x=39881, tms_y=41965, zoom=16)",20459,residential
"Tile(tms_x=38287, tms_y=46291, zoom=16)",2504,residential
"Tile(tms_x=38286, tms_y=46572, zoom=16)",2501,farmyard
"Tile(tms_x=40032, tms_y=41566, zoom=16)",22795,grass
"Tile(tms_x=39920, tms_y=43810, zoom=16)",21026,residential
"Tile(tms_x=39645, tms_y=44989, zoom=16)",16150,farmland
"Tile(tms_x=40708, tms_y=45287, zoom=16)",24901,residential
"Tile(tms_x=40703, tms_y=45288, zoom=16)",24886,residential
"Tile(tms_x=40699, tms_y=45299, zoom=16)",24872,residential
"Tile(tms_x=40710, tms_y=45271, zoom=16)",24904,n/a
"Tile(tms_x=38986, tms_y=41830, zoom=16)",6013,residential
"Tile(tms_x=48284, tms_y=44051, zoom=16)",36655,n/a
"Tile(tms_x=39022, tms_y=47171, zoom=16)",6383,residential
"Tile(tms_x=40034, tms_y=42691, zoom=16)",22839,n/a
"Tile(tms_x=39678, tms_y=46237, zoom=16)",17680,n/a
"Tile(tms_x=39679, tms_y=46237, zoom=16)",17722,n/a
"Tile(tms_x=39689, tms_y=45097, zoom=16)",17986,residential
"Tile(tms_x=39642, tms_y=45021, zoom=16)",15955,grass
"Tile(tms_x=39559, tms_y=45093, zoom=16)",9683,n/a
"Tile(tms_x=39586, tms_y=45028, zoom=16)",10965,garages
"Tile(tms_x=38346, tms_y=46501, zoom=16)",4702,residential
"Tile(tms_x=38299, tms_y=46461, zoom=16)",3420,residential
"Tile(tms_x=40481, tms_y=43587, zoom=16)",24460,n/a
"Tile(tms_x=43718, tms_y=44848, zoom=16)",31749,allotments
"Tile(tms_x=46123, tms_y=44803, zoom=16)",34492,grass
"Tile(tms_x=39610, tms_y=45015, zoom=16)",13322,residential
"Tile(tms_x=39883, tms_y=41968, zoom=16)",20485,residential
"Tile(tms_x=51673, tms_y=44036, zoom=16)",38007,military
"Tile(tms_x=38296, tms_y=46519, zoom=16)",3253,grass
"Tile(tms_x=40673, tms_y=45208, zoom=16)",24777,residential
"Tile(tms_x=40756, tms_y=45195, zoom=16)",25192,n/a
"Tile(tms_x=49718, tms_y=45135, zoom=16)",37797,n/a
"Tile(tms_x=38534, tms_y=44787, zoom=16)",5080,n/a
"Tile(tms_x=39455, tms_y=44814, zoom=16)",8447,n/a
"Tile(tms_x=40012, tms_y=45687, zoom=16)",22380,residential
"Tile(tms_x=39604, tms_y=45027, zoom=16)",12705,garages
"Tile(tms_x=41885, tms_y=44242, zoom=16)",28791,residential
"Tile(tms_x=39669, tms_y=45028, zoom=16)",17331,residential
"Tile(tms_x=39459, tms_y=44814, zoom=16)",8484,n/a
"Tile(tms_x=46121, tms_y=46975, zoom=16)",34475,construction
"Tile(tms_x=46131, tms_y=46968, zoom=16)",34717,construction
"Tile(tms_x=46128, tms_y=46965, zoom=16)",34640,grass
"Tile(tms_x=49661, tms_y=45134, zoom=16)",37253,industrial
"Tile(tms_x=38973, tms_y=44297, zoom=16)",5951,n/a
"Tile(tms_x=40731, tms_y=44933, zoom=16)",24934,n/a
"Tile(tms_x=42784, tms_y=43825, zoom=16)",30086,n/a
"Tile(tms_x=38299, tms_y=46479, zoom=16)",3430,industrial
"Tile(tms_x=39588, tms_y=45079, zoom=16)",11123,n/a
"Tile(tms_x=38294, tms_y=46487, zoom=16)",3114,grass
"Tile(tms_x=38869, tms_y=41855, zoom=16)",5732,residential
"Tile(tms_x=38867, tms_y=41854, zoom=16)",5721,industrial
"Tile(tms_x=38334, tms_y=46485, zoom=16)",4589,industrial
"Tile(tms_x=39561, tms_y=41932, zoom=16)",9725,military
"Tile(tms_x=42049, tms_y=47128, zoom=16)",29586,n/a
"Tile(tms_x=42047, tms_y=47128, zoom=16)",29583,n/a
"Tile(tms_x=42015, tms_y=47113, zoom=16)",29429,n/a
"Tile(tms_x=42005, tms_y=47167, zoom=16)",29371,garages
"Tile(tms_x=39613, tms_y=45008, zoom=16)",13660,residential
"Tile(tms_x=40758, tms_y=45214, zoom=16)",25216,forest
"Tile(tms_x=39620, tms_y=45085, zoom=16)",14356,residential
"Tile(tms_x=46137, tms_y=46962, zoom=16)",34838,residential
"Tile(tms_x=39646, tms_y=41877, zoom=16)",16194,residential
"Tile(tms_x=39682, tms_y=45063, zoom=16)",17800,n/a
"Tile(tms_x=39590, tms_y=45096, zoom=16)",11279,residential
"Tile(tms_x=44709, tms_y=45071, zoom=16)",33874,n/a
"Tile(tms_x=40000, tms_y=41610, zoom=16)",22020,grass
"Tile(tms_x=40000, tms_y=41609, zoom=16)",22019,n/a
"Tile(tms_x=39640, tms_y=41884, zoom=16)",15768,n/a
"Tile(tms_x=39624, tms_y=41920, zoom=16)",14622,industrial
"Tile(tms_x=39633, tms_y=41904, zoom=16)",15260,industrial
"Tile(tms_x=39625, tms_y=41920, zoom=16)",14716,cemetery
"Tile(tms_x=39643, tms_y=41887, zoom=16)",15990,n/a
"Tile(tms_x=49688, tms_y=45152, zoom=16)",37649,grass
"Tile(tms_x=49692, tms_y=45127, zoom=16)",37700,residential
"Tile(tms_x=39925, tms_y=41686, zoom=16)",21047,n/a
"Tile(tms_x=39928, tms_y=41681, zoom=16)",21066,grass
"Tile(tms_x=39723, tms_y=44883, zoom=16)",18588,residential
"Tile(tms_x=39722, tms_y=44884, zoom=16)",18572,residential
"Tile(tms_x=39622, tms_y=45076, zoom=16)",14518,industrial
"Tile(tms_x=39582, tms_y=44782, zoom=16)",10706,residential
"Tile(tms_x=43797, tms_y=45407, zoom=16)",32149,grass
"Tile(tms_x=39541, tms_y=44997, zoom=16)",9259,grass
"Tile(tms_x=39504, tms_y=45001, zoom=16)",8803,industrial
"Tile(tms_x=38421, tms_y=46444, zoom=16)",4902,allotments
"Tile(tms_x=46138, tms_y=46962, zoom=16)",34856,residential
"Tile(tms_x=40035, tms_y=41569, zoom=16)",22859,residential
"Tile(tms_x=42925, tms_y=44710, zoom=16)",30199,n/a
"Tile(tms_x=43799, tms_y=45399, zoom=16)",32212,construction
"Tile(tms_x=39592, tms_y=45108, zoom=16)",11468,n/a
"Tile(tms_x=39594, tms_y=45109, zoom=16)",11664,grass
"Tile(tms_x=39451, tms_y=44938, zoom=16)",8401,military
"Tile(tms_x=39634, tms_y=45026, zoom=16)",15363,residential
"Tile(tms_x=39853, tms_y=41977, zoom=16)",19785,grass
"Tile(tms_x=41736, tms_y=45068, zoom=16)",28199,n/a
"Tile(tms_x=39461, tms_y=45354, zoom=16)",8514,residential
"Tile(tms_x=38254, tms_y=46449, zoom=16)",1325,residential
"Tile(tms_x=40876, tms_y=42965, zoom=16)",26028,residential
"Tile(tms_x=39601, tms_y=45030, zoom=16)",12397,grass
"Tile(tms_x=39572, tms_y=45042, zoom=16)",10150,n/a
"Tile(tms_x=39640, tms_y=45009, zoom=16)",15799,grass
"Tile(tms_x=39055, tms_y=41897, zoom=16)",6598,vineyard
"Tile(tms_x=38309, tms_y=46505, zoom=16)",4024,residential
"Tile(tms_x=38296, tms_y=46474, zoom=16)",3223,industrial
"Tile(tms_x=39534, tms_y=44726, zoom=16)",9108,residential
"Tile(tms_x=39489, tms_y=44778, zoom=16)",8692,residential
"Tile(tms_x=40786, tms_y=45231, zoom=16)",25615,residential
"Tile(tms_x=43819, tms_y=45379, zoom=16)",32681,n/a
"Tile(tms_x=40027, tms_y=45651, zoom=16)",22694,residential
"Tile(tms_x=40014, tms_y=42555, zoom=16)",22407,grass
"Tile(tms_x=48256, tms_y=45294, zoom=16)",36637,residential
"Tile(tms_x=39509, tms_y=45083, zoom=16)",8854,allotments
"Tile(tms_x=38886, tms_y=41862, zoom=16)",5808,residential
"Tile(tms_x=39674, tms_y=46197, zoom=16)",17561,grass
"Tile(tms_x=47865, tms_y=44842, zoom=16)",35626,construction
"Tile(tms_x=39535, tms_y=45268, zoom=16)",9142,residential
"Tile(tms_x=40742, tms_y=45195, zoom=16)",24973,residential
"Tile(tms_x=40795, tms_y=45066, zoom=16)",25696,residential
"Tile(tms_x=40005, tms_y=42561, zoom=16)",22178,residential
"Tile(tms_x=40011, tms_y=42556, zoom=16)",22342,residential
"Tile(tms_x=41641, tms_y=45459, zoom=16)",27575,n/a
"Tile(tms_x=39205, tms_y=43992, zoom=16)",6796,grass
"Tile(tms_x=41807, tms_y=45971, zoom=16)",28570,residential
"Tile(tms_x=39131, tms_y=41921, zoom=16)",6661,residential
"Tile(tms_x=40775, tms_y=45213, zoom=16)",25461,n/a
"Tile(tms_x=40777, tms_y=45212, zoom=16)",25502,residential
"Tile(tms_x=49700, tms_y=45137, zoom=16)",37761,residential
"Tile(tms_x=41102, tms_y=44648, zoom=16)",26641,n/a
"Tile(tms_x=40027, tms_y=45662, zoom=16)",22699,residential
"Tile(tms_x=38311, tms_y=46390, zoom=16)",4067,n/a
"Tile(tms_x=40630, tms_y=46905, zoom=16)",24685,n/a
"Tile(tms_x=39852, tms_y=41975, zoom=16)",19756,grass
"Tile(tms_x=40592, tms_y=41733, zoom=16)",24567,residential
"Tile(tms_x=39642, tms_y=45012, zoom=16)",15947,grass
"Tile(tms_x=39606, tms_y=45023, zoom=16)",12897,residential
"Tile(tms_x=39999, tms_y=42549, zoom=16)",21993,cemetery
"Tile(tms_x=38858, tms_y=41853, zoom=16)",5676,n/a
"Tile(tms_x=38875, tms_y=41867, zoom=16)",5767,residential
"Tile(tms_x=40041, tms_y=41568, zoom=16)",22972,n/a
"Tile(tms_x=38308, tms_y=46460, zoom=16)",3961,residential
"Tile(tms_x=39309, tms_y=45402, zoom=16)",7059,residential
"Tile(tms_x=44683, tms_y=45523, zoom=16)",33624,farmland
"Tile(tms_x=39713, tms_y=44896, zoom=16)",18450,allotments
"Tile(tms_x=43790, tms_y=45380, zoom=16)",31938,residential
"Tile(tms_x=41570, tms_y=44577, zoom=16)",27467,residential
"Tile(tms_x=38296, tms_y=46640, zoom=16)",3262,commercial
"Tile(tms_x=40039, tms_y=44029, zoom=16)",22933,residential
"Tile(tms_x=38294, tms_y=46534, zoom=16)",3134,brownfield
"Tile(tms_x=39651, tms_y=45040, zoom=16)",16454,residential
"Tile(tms_x=43925, tms_y=44857, zoom=16)",32893,forest
"Tile(tms_x=39577, tms_y=45045, zoom=16)",10417,residential
"Tile(tms_x=38782, tms_y=50288, zoom=16)",5489,garages
"Tile(tms_x=41764, tms_y=44344, zoom=16)",28362,residential
"Tile(tms_x=40008, tms_y=44690, zoom=16)",22274,n/a
"Tile(tms_x=39616, tms_y=44558, zoom=16)",13941,residential
"Tile(tms_x=40774, tms_y=45227, zoom=16)",25447,residential
"Tile(tms_x=40752, tms_y=45242, zoom=16)",25121,grass
"Tile(tms_x=49641, tms_y=44456, zoom=16)",37157,n/a
"Tile(tms_x=49667, tms_y=45131, zoom=16)",37298,n/a
"Tile(tms_x=49695, tms_y=45148, zoom=16)",37734,n/a
"Tile(tms_x=47869, tms_y=44841, zoom=16)",35726,residential
"Tile(tms_x=47872, tms_y=44829, zoom=16)",35794,grass
"Tile(tms_x=39561, tms_y=41930, zoom=16)",9723,n/a
"Tile(tms_x=39613, tms_y=45067, zoom=16)",13710,industrial
"Tile(tms_x=39345, tms_y=44661, zoom=16)",7380,garages
"Tile(tms_x=39353, tms_y=44660, zoom=16)",7506,retail
"Tile(tms_x=51760, tms_y=43970, zoom=16)",38265,residential
"Tile(tms_x=49700, tms_y=45123, zoom=16)",37752,n/a
"Tile(tms_x=49699, tms_y=45123, zoom=16)",37744,n/a
"Tile(tms_x=43958, tms_y=45463, zoom=16)",33334,grass
"Tile(tms_x=49681, tms_y=45144, zoom=16)",37510,construction
"Tile(tms_x=41729, tms_y=45043, zoom=16)",28124,n/a
"Tile(tms_x=41732, tms_y=45053, zoom=16)",28172,residential
"Tile(tms_x=41737, tms_y=45046, zoom=16)",28208,n/a
"Tile(tms_x=39834, tms_y=42134, zoom=16)",19527,farmland
"Tile(tms_x=38278, tms_y=46489, zoom=16)",2012,construction
"Tile(tms_x=44839, tms_y=45350, zoom=16)",34038,residential
"Tile(tms_x=44841, tms_y=45351, zoom=16)",34051,residential
"Tile(tms_x=39626, tms_y=44993, zoom=16)",14802,residential
"Tile(tms_x=39577, tms_y=45147, zoom=16)",10456,residential
"Tile(tms_x=40661, tms_y=45145, zoom=16)",24735,construction
"Tile(tms_x=39610, tms_y=45070, zoom=16)",13367,residential
"Tile(tms_x=39601, tms_y=45024, zoom=16)",12391,residential
"Tile(tms_x=49654, tms_y=45118, zoom=16)",37183,n/a
"Tile(tms_x=40991, tms_y=44552, zoom=16)",26494,residential
"Tile(tms_x=40914, tms_y=42970, zoom=16)",26193,grass
"Tile(tms_x=42950, tms_y=45761, zoom=16)",30285,residential
"Tile(tms_x=46131, tms_y=44808, zoom=16)",34705,residential
"Tile(tms_x=39972, tms_y=44070, zoom=16)",21445,residential
"Tile(tms_x=40394, tms_y=42427, zoom=16)",24200,n/a
"Tile(tms_x=38280, tms_y=46466, zoom=16)",2101,grass
"Tile(tms_x=39830, tms_y=41963, zoom=16)",19490,allotments
"Tile(tms_x=43798, tms_y=45399, zoom=16)",32174,grass
"Tile(tms_x=41916, tms_y=44260, zoom=16)",29198,residential
"Tile(tms_x=39502, tms_y=45219, zoom=16)",8793,residential
"Tile(tms_x=39594, tms_y=44979, zoom=16)",11600,construction
"Tile(tms_x=39621, tms_y=41917, zoom=16)",14365,forest
"Tile(tms_x=41707, tms_y=45047, zoom=16)",27768,industrial
"Tile(tms_x=43797, tms_y=45337, zoom=16)",32133,residential
"Tile(tms_x=47874, tms_y=44808, zoom=16)",35842,residential
"Tile(tms_x=39592, tms_y=45054, zoom=16)",11441,grass
"Tile(tms_x=39588, tms_y=45057, zoom=16)",11109,residential
"Tile(tms_x=49654, tms_y=45142, zoom=16)",37189,grass
"Tile(tms_x=49653, tms_y=45142, zoom=16)",37180,n/a
"Tile(tms_x=49656, tms_y=45126, zoom=16)",37206,n/a
"Tile(tms_x=40753, tms_y=45241, zoom=16)",25145,residential
"Tile(tms_x=39580, tms_y=45029, zoom=16)",10605,industrial
"Tile(tms_x=42009, tms_y=47112, zoom=16)",29407,residential
"Tile(tms_x=46624, tms_y=46884, zoom=16)",35037,residential
"Tile(tms_x=41729, tms_y=45055, zoom=16)",28130,grass
"Tile(tms_x=40127, tms_y=45174, zoom=16)",23434,grass
"Tile(tms_x=39603, tms_y=45060, zoom=16)",12627,grass
"Tile(tms_x=46134, tms_y=44789, zoom=16)",34783,forest
"Tile(tms_x=39566, tms_y=41936, zoom=16)",9897,residential
"Tile(tms_x=40000, tms_y=46369, zoom=16)",22035,n/a
"Tile(tms_x=39312, tms_y=45138, zoom=16)",7076,residential
"Tile(tms_x=39585, tms_y=45455, zoom=16)",10944,residential
"Tile(tms_x=44678, tms_y=45495, zoom=16)",33617,garages
"Tile(tms_x=39018, tms_y=47169, zoom=16)",6302,commercial
"Tile(tms_x=39014, tms_y=47165, zoom=16)",6213,residential
"Tile(tms_x=39601, tms_y=44981, zoom=16)",12367,residential
"Tile(tms_x=52010, tms_y=45383, zoom=16)",38335,n/a
"Tile(tms_x=52024, tms_y=45389, zoom=16)",38338,residential
"Tile(tms_x=39824, tms_y=44839, zoom=16)",19425,residential
"Tile(tms_x=39648, tms_y=45037, zoom=16)",16320,residential
"Tile(tms_x=38288, tms_y=46428, zoom=16)",2600,grass
"Tile(tms_x=46112, tms_y=44821, zoom=16)",34361,construction
"Tile(tms_x=43849, tms_y=45303, zoom=16)",32819,n/a
"Tile(tms_x=42959, tms_y=44723, zoom=16)",30427,garages
"Tile(tms_x=42314, tms_y=45046, zoom=16)",29781,residential
"Tile(tms_x=42316, tms_y=45025, zoom=16)",29788,commercial
"Tile(tms_x=39660, tms_y=45020, zoom=16)",16903,residential
"Tile(tms_x=41137, tms_y=43769, zoom=16)",26766,residential
"Tile(tms_x=47858, tms_y=44817, zoom=16)",35421,residential
"Tile(tms_x=43244, tms_y=46091, zoom=16)",31281,forest
"Tile(tms_x=41713, tms_y=45068, zoom=16)",27891,grass
"Tile(tms_x=46126, tms_y=44780, zoom=16)",34554,residential
"Tile(tms_x=40010, tms_y=42561, zoom=16)",22322,allotments
"Tile(tms_x=39407, tms_y=44812, zoom=16)",7955,residential
"Tile(tms_x=40790, tms_y=45221, zoom=16)",25653,grass
"Tile(tms_x=49677, tms_y=45133, zoom=16)",37441,residential
"Tile(tms_x=49659, tms_y=45137, zoom=16)",37233,n/a
"Tile(tms_x=46121, tms_y=46979, zoom=16)",34478,grass
"Tile(tms_x=46127, tms_y=46963, zoom=16)",34610,n/a
"Tile(tms_x=40893, tms_y=41475, zoom=16)",26129,n/a
"Tile(tms_x=42021, tms_y=47128, zoom=16)",29527,grass
"Tile(tms_x=49685, tms_y=45167, zoom=16)",37594,grass
"Tile(tms_x=49684, tms_y=45164, zoom=16)",37573,n/a
"Tile(tms_x=50073, tms_y=44910, zoom=16)",37906,residential
"Tile(tms_x=39662, tms_y=45143, zoom=16)",17049,residential
"Tile(tms_x=39600, tms_y=44971, zoom=16)",12239,residential
"Tile(tms_x=40963, tms_y=45132, zoom=16)",26372,residential
"Tile(tms_x=39016, tms_y=44736, zoom=16)",6259,n/a
"Tile(tms_x=39550, tms_y=45026, zoom=16)",9405,garages
"Tile(tms_x=39645, tms_y=45061, zoom=16)",16177,grass
"Tile(tms_x=42304, tms_y=45037, zoom=16)",29736,grass
"Tile(tms_x=39648, tms_y=44930, zoom=16)",16310,n/a
"Tile(tms_x=39527, tms_y=45123, zoom=16)",9009,construction
"Tile(tms_x=39634, tms_y=45061, zoom=16)",15386,cemetery
"Tile(tms_x=39458, tms_y=44934, zoom=16)",8479,residential
"Tile(tms_x=40024, tms_y=45660, zoom=16)",22619,residential
"Tile(tms_x=40885, tms_y=42973, zoom=16)",26099,n/a
"Tile(tms_x=39406, tms_y=44808, zoom=16)",7945,garages
"Tile(tms_x=49672, tms_y=45149, zoom=16)",37379,n/a
"Tile(tms_x=49670, tms_y=45151, zoom=16)",37353,cemetery
"Tile(tms_x=49651, tms_y=45161, zoom=16)",37167,cemetery
"Tile(tms_x=49651, tms_y=45162, zoom=16)",37168,n/a
"Tile(tms_x=42437, tms_y=49690, zoom=16)",29839,grass
"Tile(tms_x=47874, tms_y=44821, zoom=16)",35849,n/a
"Tile(tms_x=49692, tms_y=45147, zoom=16)",37709,grass
"Tile(tms_x=39582, tms_y=45092, zoom=16)",10747,residential
"Tile(tms_x=39868, tms_y=42169, zoom=16)",20200,residential
"Tile(tms_x=38303, tms_y=46494, zoom=16)",3699,residential
"Tile(tms_x=39612, tms_y=45071, zoom=16)",13609,garages
"Tile(tms_x=49654, tms_y=45123, zoom=16)",37184,n/a
"Tile(tms_x=40096, tms_y=46864, zoom=16)",23274,grass
"Tile(tms_x=39699, tms_y=45007, zoom=16)",18167,residential
"Tile(tms_x=39625, tms_y=45088, zoom=16)",14783,grass
"Tile(tms_x=40779, tms_y=45204, zoom=16)",25529,residential
"Tile(tms_x=42450, tms_y=45392, zoom=16)",29864,construction
"Tile(tms_x=36519, tms_y=44718, zoom=16)",323,n/a
"Tile(tms_x=36529, tms_y=44715, zoom=16)",337,n/a
"Tile(tms_x=39626, tms_y=45053, zoom=16)",14836,residential
"Tile(tms_x=39594, tms_y=45122, zoom=16)",11670,n/a
"Tile(tms_x=38265, tms_y=46442, zoom=16)",1480,residential
"Tile(tms_x=39767, tms_y=45055, zoom=16)",19004,commercial
"Tile(tms_x=39765, tms_y=45061, zoom=16)",18961,residential
"Tile(tms_x=39591, tms_y=45118, zoom=16)",11370,residential
"Tile(tms_x=41908, tms_y=44267, zoom=16)",29063,residential
"Tile(tms_x=39367, tms_y=44678, zoom=16)",7669,commercial
"Tile(tms_x=40008, tms_y=45687, zoom=16)",22280,recreation_ground
"Tile(tms_x=39603, tms_y=44936, zoom=16)",12569,residential
"Tile(tms_x=39636, tms_y=41896, zoom=16)",15491,meadow
"Tile(tms_x=47880, tms_y=44807, zoom=16)",35900,garages
"Tile(tms_x=43744, tms_y=45415, zoom=16)",31791,residential
"Tile(tms_x=39558, tms_y=44984, zoom=16)",9627,allotments
"Tile(tms_x=46131, tms_y=44814, zoom=16)",34710,military
"Tile(tms_x=38299, tms_y=46506, zoom=16)",3448,industrial
"Tile(tms_x=40765, tms_y=45219, zoom=16)",25300,residential
"Tile(tms_x=38296, tms_y=46513, zoom=16)",3248,residential
"Tile(tms_x=38297, tms_y=46524, zoom=16)",3321,residential
"Tile(tms_x=40025, tms_y=46217, zoom=16)",22658,industrial
"Tile(tms_x=38140, tms_y=46572, zoom=16)",696,n/a
"Tile(tms_x=43801, tms_y=45398, zoom=16)",32297,grass
"Tile(tms_x=39659, tms_y=45140, zoom=16)",16885,residential
"Tile(tms_x=49672, tms_y=45124, zoom=16)",37371,n/a
"Tile(tms_x=39545, tms_y=45009, zoom=16)",9336,recreation_ground
"Tile(tms_x=42933, tms_y=44713, zoom=16)",30229,grass
"Tile(tms_x=41926, tms_y=44284, zoom=16)",29274,grass
"Tile(tms_x=41926, tms_y=44283, zoom=16)",29273,residential
"Tile(tms_x=43519, tms_y=44304, zoom=16)",31472,garages
"Tile(tms_x=39602, tms_y=45085, zoom=16)",12535,residential
"Tile(tms_x=51669, tms_y=44037, zoom=16)",37996,residential
"Tile(tms_x=42967, tms_y=44733, zoom=16)",30555,residential
"Tile(tms_x=42978, tms_y=44748, zoom=16)",30677,residential
"Tile(tms_x=39678, tms_y=45063, zoom=16)",17664,residential
"Tile(tms_x=39587, tms_y=45250, zoom=16)",11074,residential
"Tile(tms_x=41914, tms_y=44254, zoom=16)",29162,residential
"Tile(tms_x=40772, tms_y=45212, zoom=16)",25419,industrial
"Tile(tms_x=39985, tms_y=42550, zoom=16)",21653,residential
"Tile(tms_x=40008, tms_y=42546, zoom=16)",22264,residential
"Tile(tms_x=39523, tms_y=46220, zoom=16)",8964,n/a
"Tile(tms_x=39586, tms_y=45032, zoom=16)",10967,n/a
"Tile(tms_x=39438, tms_y=44865, zoom=16)",8290,residential
"Tile(tms_x=39672, tms_y=45030, zoom=16)",17454,allotments
"Tile(tms_x=38256, tms_y=46448, zoom=16)",1360,residential
"Tile(tms_x=42018, tms_y=47127, zoom=16)",29480,residential
"Tile(tms_x=39847, tms_y=44731, zoom=16)",19690,residential
"Tile(tms_x=36632, tms_y=44685, zoom=16)",348,residential
"Tile(tms_x=41092, tms_y=42914, zoom=16)",26631,forest
"Tile(tms_x=41094, tms_y=42913, zoom=16)",26634,n/a
"Tile(tms_x=43988, tms_y=44505, zoom=16)",33441,allotments
"Tile(tms_x=39821, tms_y=44841, zoom=16)",19381,residential
"Tile(tms_x=38306, tms_y=46393, zoom=16)",3841,residential
"Tile(tms_x=41716, tms_y=45041, zoom=16)",27942,residential
"Tile(tms_x=38999, tms_y=44288, zoom=16)",6044,n/a
"Tile(tms_x=39873, tms_y=41970, zoom=16)",20321,residential
"Tile(tms_x=38259, tms_y=46442, zoom=16)",1390,residential
"Tile(tms_x=39685, tms_y=46191, zoom=16)",17911,grass
"Tile(tms_x=44705, tms_y=45505, zoom=16)",33819,recreation_ground
"Tile(tms_x=45056, tms_y=45298, zoom=16)",34086,n/a
"Tile(tms_x=40760, tms_y=44928, zoom=16)",25229,residential
"Tile(tms_x=39641, tms_y=45042, zoom=16)",15896,industrial
"Tile(tms_x=38871, tms_y=41848, zoom=16)",5750,garages
"Tile(tms_x=39589, tms_y=45021, zoom=16)",11176,grass
"Tile(tms_x=40031, tms_y=45661, zoom=16)",22785,industrial
"Tile(tms_x=39694, tms_y=45014, zoom=16)",18047,residential
"Tile(tms_x=40946, tms_y=44257, zoom=16)",26291,residential
"Tile(tms_x=49688, tms_y=45125, zoom=16)",37637,n/a
"Tile(tms_x=43795, tms_y=45419, zoom=16)",32099,n/a
"Tile(tms_x=39860, tms_y=41963, zoom=16)",19936,n/a
